id	filename	md5	size	state
02d3c810-0b5c-4fa4-bed6-1c2cfb13c737	TCGA-HT-7686-01Z-00-DX2.17E34786-0450-4752-878B-D12DE2D8877D.svs	e7ebe29f7a0bac20dee9b508019007d5	994005511	validated
13998b51-ba8c-49c0-a402-ff1e31b3803b	TCGA-HT-7467-01Z-00-DX1.F65868BC-8DD4-4ECF-873B-03C8868345B1.svs	03be49bc26053cf836251b7922fe28b7	233101699	validated
20432e59-d498-40b2-b5d6-21fd15bba57f	TCGA-HT-7684-01Z-00-DX6.C15A2911-8452-4276-9FBC-B374A645F0D7.svs	06e81afcc4a119197b09be2fdce2478a	1675832879	validated
3c4f3b72-6047-4ed9-bd30-e0b0de8ed0e5	TCGA-HT-7607-01Z-00-DX1.7FD5F49C-1CF7-499A-BA47-10812135FAC5.svs	f378605f913f0782a6923130c1ca2381	1322999793	validated
3d80d664-1c1a-4ced-8e91-434ec83a5320	TCGA-HT-7609-01Z-00-DX3.D3050BBE-3F54-4662-9867-608D69759599.svs	b573662e2948fe8c769f08edc4b858cf	1523401263	validated
947fd057-af4e-473e-aca4-1eaa794c0512	TCGA-DU-7292-01Z-00-DX1.16D2007C-3019-499C-8E5B-9F5308DFF235.svs	5426ecdabcc257fecabc62d329779a1b	356983710	validated
9604779e-99bd-49ff-93bb-639a508b76e3	TCGA-HT-7482-01Z-00-DX9.694E652E-F952-414C-8295-5810C64454E3.svs	a36537b43d36af7a05a701a147ebe07c	750068217	validated
99440284-4933-438d-bc66-6774644834e0	TCGA-HT-7472-01Z-00-DX3.7A622204-B1C5-4462-B356-4874E61001F6.svs	8643cbcaca6542fb1be2939762d4a114	1130499191	validated
a2be1c80-feba-43ad-9422-f6f2c863dabb	TCGA-HT-8111-01Z-00-DX1.11CA1C04-FEFB-4D62-A051-6423FA65585C.svs	a84dc6d65edb5a7e92229a08fd6cda0d	2370616239	validated
be0f66f1-8964-4869-9a94-21d136fe76b0	TCGA-HT-7882-01Z-00-DX4.8B139B5B-567F-4810-A03E-4818F3FFFACF.svs	335894d7cd0809fb37d5cedcd8ad6320	561683973	validated
